Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
10/11/2021 13:21:04,b0ff32aa-fc9d-4318-bef5-68f2c41c80c8,Luxury market & retail,"Financial markets,Retail & consumer industry",4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,Slightly useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Not very useful,I'm not interested in this content
10/11/2021 12:49:57,0ab90c99-1e21-481e-a9d0-ad1cf8efadb8,"M&A, activist takeover battles, PE, VC, IPOs, hedge funds.",Mergers & Acquisitions,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,Very useful,I'm not interested in this content,Very useful,Moderately useful,Very useful,I'm not interested in this content,I'm not interested in this content
10/11/2021 12:24:35,c1ea6522-e908-4e20-a7b4-d5e048c74e05,"How the relationship between the West and East is likely to develop and what will be needed for Western democracies to remain a unified counter balance to China.
How big tech can be brought under reasonable control and stopped from undermining democracy.
Artificial Intelligence and how it is likely to develop. ","Artificial Intelligence,Asia,Technology",5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,I'm not interested in this content,Slightly useful
10/11/2021 12:09:57,f72c5e74-63c2-4d66-8fd0-3bae4e65e53c,SME company reporting,Companies,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not very useful
10/11/2021 12:07:04,bb041895-9d41-4195-8a80-6505fae644c4,Perhaps you should open up the LEX content to Premium subscribers ... Also allow PDF access of the Newspaper as many articles gets lost in the web format ,Unknown,4,2,2,3,3,3,4,3,Moderately useful,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
10/11/2021 11:42:58,fa92b722-28c9-4238-9f86-8f848428f7cf,"Interested in UK, European and US politics.  Transport, economics - getting underneath the issues.  Also relish the Saturday pages on Review and Home and Garden.","US & Canada,House & Home,Europe,Gardens,Economy,Politics,UK,Transport",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Slightly useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Not very useful
10/11/2021 11:42:12,faf92b7b-6fe2-4c6b-a808-1bcc53b7e809,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,5 - Excellent,5 - Excellent,5 - Excellent,Very useful,Very useful,Very useful,Moderately useful,Slightly useful,Very useful,I'm not interested in this content
10/11/2021 11:04:01,8be06237-978b-4119-9694-b504fd8a445f,,,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
10/11/2021 10:57:23,c919f79f-c814-4f92-b8bb-e0017316172e,"Your coverage of Genetic Engineering and Genetic Modification in agriculture has been poor. Three articles (Cavendish, June 19th; Kuyper, September 2nd; and Cavendish, again, October 2nd. Bit of a pattern there you think? Bit of balance needed?).
All these articles were pro- abandoning EU regulations in this area, all were pro-GM/GE, all were by non-specialists, and none seriously addressed the case against those technologies.  You should do better.  I can get stuff like this in the Daily Mail for a lot less than I pay you guys, and in the pub for free.","Agriculture,Financial regulation,Technology",4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,Extremely useful,Extremely useful,Very useful,Extremely useful,Very useful,Slightly useful,Slightly useful
10/11/2021 10:24:24,1ddfd5b8-6308-4349-963a-16ffb7e727af,A beef up of the weekend  art supplement would be nice with more of music and visual arts (books currently have the biggest share),"Arts,Music",5 - Excellent,5 - Excellent,3,4,4,I haven't encountered / do not use these,3,I haven't encountered / do not use these,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,Moderately useful,Slightly useful
10/11/2021 10:24:16,9a51d837-9958-4ee0-9688-1c62b2f3311f,"multi lateral governance. like it or not, we need it for our planet/world","Climate / Environment,World",5 - Excellent,4,3,3,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Extremely useful,Extremely useful,Very useful,Extremely useful,I'm not interested in this content,Very useful,I'm not interested in this content
10/11/2021 09:53:34,f44402dd-39c2-4a68-a995-6d6f631c70dc,"Nordics- innovation,, tech and society","Innovation,Society,Technology",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,5 - Excellent,4,I'm not interested in this content,Very useful,Very useful,Very useful,Moderately useful,Slightly useful,I'm not interested in this content
10/11/2021 09:53:13,99d8cdd2-bc76-470b-8e4c-6bdec0d093f6,"Uk Regional coverage of innovation and change.

Australian New Zealand gets very little coverage.
","Asia,Innovation,UK",4,4,I haven't encountered / do not use these,2,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful,Very useful
10/11/2021 09:45:54,cd305f08-fc60-43e3-a759-002af13f6ae9,"I use you for things I don't get elsewhere, and for well-explained opinions I disagree with. Keep doing that :)",Unknown,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Not very useful,Moderately useful,Slightly useful,Very useful,Moderately useful,Moderately useful,Not very useful
10/11/2021 09:45:08,d91223d8-a9d1-42ed-94f8-b23fcd1b1687,"I would like to see some articles offering a critical view of Covid rather than simply giving space to comment on how badly affected a specific country is. In the last week you have simply repeated the WHO view on Europe’s disastrous winter prospects, Austria and Denmark succumbing to increasing positive cases etc.
For example the short lived efficacy of vaccines might be a good place to start rather than simply repeating the government mantra.","Aerospace,Europe,Health",4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Moderately useful,Slightly useful,Very useful,Very useful,Very useful,Slightly useful,Very useful
10/11/2021 09:42:34,2e5ac3cf-5e8a-49d6-b8af-a785d537117e,,,3,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,4,I haven't encountered / do not use these,Moderately useful,I'm not interested in this content,Very useful,Very useful,Moderately useful,Very useful,Moderately useful
10/11/2021 09:29:26,2b091aaf-5b4a-430a-8b6a-061ec231a769,Nothing springs to mind,Unknown,4,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,Moderately useful,Very useful,Very useful,Very useful,Very useful,Very useful,Slightly useful
10/11/2021 09:20:55,78c23d05-b86d-4e04-ba8e-50bacde19727,"More diverse market news - there are other markets in the UK other than London.
For legal, the content is not very informative for lawyers so needs to be more relevant.","Financial markets,Law,UK",4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,2,I haven't encountered / do not use these,Slightly useful,I'm not interested in this content,Not very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Slightly useful
10/11/2021 09:10:20,,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I'm not interested in this content,Very useful,I'm not interested in this content,Very useful,Very useful,Very useful,I'm not interested in this content
10/11/2021 09:02:48,3ebc0dcf-8285-4862-bf64-31e5fabe02e2,,,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,1 - Poor,2,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful,Slightly useful
10/11/2021 08:51:58,ed2244a2-fd57-4307-b73e-d70639e89b07,,,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Very useful,Very useful,Extremely useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
10/11/2021 07:52:08,329fa309-9cc8-428c-b730-fee2dfc7c184,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,Slightly useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Not very useful,Extremely useful
10/11/2021 07:40:31,8812392f-267c-4628-9bd9-8882621ee5a3,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Slightly useful
10/11/2021 07:37:40,e89dd4ca-d763-49ef-95aa-768f896596b1,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,Very useful,Very useful,Moderately useful,Very useful,Very useful,Very useful,Slightly useful
10/11/2021 07:34:44,ed34f0ae-600b-40b5-b783-12671be270c4,,,4,4,4,I haven't encountered / do not use these,3,2,5 - Excellent,I haven't encountered / do not use these,Slightly useful,Very useful,Very useful,Moderately useful,Slightly useful,Not very useful,Slightly useful
10/11/2021 07:33:44,c345869c-39e9-4ce2-a360-f2cedf4b72cd,,,5 - Excellent,1 - Poor,I haven't encountered / do not use these,4,5 - Excellent,I haven't encountered / do not use these,3,I haven't encountered / do not use these,I'm not interested in this content,Very useful,I'm not interested in this content,Very useful,I'm not interested in this content,Very useful,Extremely useful
10/11/2021 07:33:02,43c3bfca-9766-47c6-bf27-b2daa108b9c1,"European countries lack attention, specifically, about other countries than GB, FR, DE. I'd like to have an overview what's happening in other counties as well.

I'd like to read some investigative articles as well, however, there are none/very few of them.

EU-related articles focus on just one or two same topics, and they are constantly in the headlines, which turns boring on the 2nd or 3rd day. However, every day EU discusses/decides on more topics than just one or two - how come they are not covered? I'd like to read that more than the same topics being covered every day...

Thank you",Europe,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,Moderately useful,Slightly useful,Moderately useful,Slightly useful,Slightly useful,Slightly useful,Not very useful
10/11/2021 07:17:06,9b3d952f-8918-4e56-b595-00ae49d95f7e,"Telecoms, inequality",Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful
10/11/2021 07:12:00,264ca684-80ae-4959-b719-1bf87a52060a,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,Moderately useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Moderately useful,I'm not interested in this content
